Number ,tweetDate,twitterId,Code,text,tweetLink,RT,Likes,timestamp,query
71,Thu Mar 23 19:07:16 +0000 2023,1.28841E+18,,AstraZeneca To Invest Over $870Mln In New Research Hub In Barcelona – Reports https://t.co/57yGAvfKYG,https://twitter.com/life_asaan/status/1638980752506507264,,,6/3/23 10:22,astrazeneca barcelona
72,Thu Mar 23 23:01:40 +0000 2023,613815650,,Ayer se inaguró la nueva Hub de Astra Zeneca en Barcelona. Fue un honor poder asistir como invitada un placer escuchar a los ponentes y disfrutar del networking y un orgullo que se haya escogido Barcelona como sede. #HUBAstraZeneca @AstraZeneca @AlexionPharma @quironsalud https://t.co/LqODu4pAfi,https://twitter.com/4kidscare/status/1639039738471653379,,,6/3/23 10:22,astrazeneca barcelona
73,Fri Mar 24 07:28:52 +0000 2023,2260051279,,AstraZeneca presenta su nuevo hub de I+D de Barcelona https://t.co/52f1jagKoh a través de @DiarioMedico @AstraZenecaES,https://twitter.com/jjorgepoveda/status/1639167379291918338,,,6/3/23 10:22,astrazeneca barcelona
74,Thu Mar 23 20:05:53 +0000 2023,1.26269E+18,,La farmacéutica AstraZeneca invertirá 800 millones en un centro de investigación en Barcelona https://t.co/K9FqzoFZ9j a través de @eldiarioes,https://twitter.com/Asturika1/status/1638995502573420544,,,6/3/23 10:22,astrazeneca barcelona
75,Thu Mar 23 17:07:01 +0000 2023,8.37631E+17,,AstraZeneca contractarà 1.000 persones en 5 anys a Barcelona per a un nou hub d'R+D https://t.co/EcqCqucDhq https://t.co/uZS71blfrX,https://twitter.com/BouAssociats/status/1638950490066272261,,,6/3/23 10:22,astrazeneca barcelona
76,Thu Mar 23 14:34:11 +0000 2023,2895024161,,"1.000 puestos de trabajo en un nuevo ""hub"" de investigación: la promesa de AstraZeneca en Barcelona https://t.co/OHPIMfV8Ni https://t.co/xJrPywH67v",https://twitter.com/EspiralCloud/status/1638912025387761664,,,6/3/23 10:22,astrazeneca barcelona
77,Fri Mar 24 08:48:54 +0000 2023,2994378447,,"🧪  AstraZeneca tria Barcelona per obrir el nou Centre europeu d'R+D biomèdica  

👁️ 👉 https://t.co/xkLUxzR6Tv https://t.co/AHK6SWr55w",https://twitter.com/magradacat/status/1639187522138906624,,,6/3/23 10:22,astrazeneca barcelona
78,Thu Mar 23 15:02:28 +0000 2023,465977672,,El hub d’AstraZeneca aterra a Barcelona: 800 milions i 1.000 llocs de feina https://t.co/FJtTuR0xWq,https://twitter.com/mariaevamiro/status/1638919146766213120,,,6/3/23 10:22,astrazeneca barcelona
79,Thu Mar 23 12:49:40 +0000 2023,1.25401E+18,,"1.000 puestos de trabajo en un nuevo ""hub"" de investigación: la promesa de AstraZeneca en Barcelona https://t.co/ayAdNC0U3I https://t.co/vf2CmRQk7q",https://twitter.com/inghernandezb/status/1638885723528114176,,,6/3/23 10:22,astrazeneca barcelona
80,Thu Mar 23 11:53:57 +0000 2023,1278603306,,"1.000 puestos de trabajo en un nuevo ""hub’ de investigación: la promesa de AstraZeneca en Barcelona https://t.co/qJqDYvkdNh",https://twitter.com/VicenteAlmerich/status/1638871702301200385,,,6/3/23 10:22,astrazeneca barcelona
81,Thu Mar 23 14:23:59 +0000 2023,222954367,,AstraZeneca multiplica su apuesta por Barcelona con una inversión de 800 millones.  Los proyectos que liderará el nuevo centro de I+D serán de áreas como la oncología cardiovascular enfermedades respiratorias e inmunología vacunas y enfermedades raras. https://t.co/0RueKfJvAY,https://twitter.com/ssaborit/status/1638909462294454272,,,6/3/23 10:22,astrazeneca barcelona
82,Thu Mar 23 11:37:53 +0000 2023,88469551,,La farmacéutica AstraZeneca invertirá 800 millones en un ‘hub’ de investigación en Barcelona con mil nuevos puestos de trabajo https://t.co/QkIFGiuCyd,https://twitter.com/gabyarocha/status/1638867658870517760,,,6/3/23 10:22,astrazeneca barcelona
83,Thu Mar 23 12:36:08 +0000 2023,1.33094E+18,,"1.000 puestos de trabajo en un nuevo ""hub’ de investigación: la promesa de AstraZeneca en Barcelona https://t.co/NV1aySTLeI",https://twitter.com/DaGeekForce/status/1638882317879111681,,,6/3/23 10:22,astrazeneca barcelona
84,Thu Mar 23 12:07:51 +0000 2023,161463629,,"1.000 puestos de trabajo en un nuevo ""hub’ de investigación: la promesa de AstraZeneca en Barcelona https://t.co/okN337ZTbV #marketingdeeventos #tecnologiaparaeventos #marketingdecontenidos #tecnologia #ElBlogDelAmigoInformatico #pc #informatica #computer #oportunidadenegocio #… https://t.co/DKyOBXThsx",https://twitter.com/josegisbert/status/1638875201562882052,,,6/3/23 10:22,astrazeneca barcelona
85,Thu Mar 23 13:25:12 +0000 2023,462225773,,AstraZeneca invertirá más de 800 millones en el nuevo 'hub' internacional de Barcelona @elperiodico https://t.co/C6wlngj7f3,https://twitter.com/valenciaverguen/status/1638894666916548616,,,6/3/23 10:22,astrazeneca barcelona
86,Thu Mar 23 12:44:37 +0000 2023,403679277,,"#Tecnología 1.000 puestos de trabajo en un nuevo ""hub"" de investigación: la promesa de AstraZeneca en Barcelona https://t.co/b7voKs8uQ3",https://twitter.com/TecnoloInfo/status/1638884453664845824,,,6/3/23 10:22,astrazeneca barcelona
87,Thu Mar 23 13:56:25 +0000 2023,1.32615E+18,,"1.000 puestos de trabajo en un nuevo “hub” de investigación: la promesa de AstraZeneca en Barcelona https://t.co/ZlmZBCBrjS
#ciberseguridad #hacking #malware  #ciberespionaje #spyware #phishing #ciberbullying #sexting #ransomware",https://twitter.com/GabrielAraujoES/status/1638902523212992514,,,6/3/23 10:22,astrazeneca barcelona
88,Thu Mar 23 12:46:17 +0000 2023,9.534E+17,,El hub d’AstraZeneca aterra a Barcelona: 800 milions i 1.000 llocs de feina... https://t.co/kdW1KRNQdd,https://twitter.com/rovigar59/status/1638884872541425665,,,6/3/23 10:22,astrazeneca barcelona
89,Thu Mar 23 13:40:10 +0000 2023,993144342,,"1.000 puestos de trabajo en un nuevo ""hub’ de investigación: la promesa de AstraZeneca en Barcelona - https://t.co/SPKO5zKfPa https://t.co/qHJjoifgau",https://twitter.com/TecnologiaPma/status/1638898432286015488,,,6/3/23 10:22,astrazeneca barcelona
90,Thu Mar 23 11:39:44 +0000 2023,261724685,,"1.000 puestos de trabajo en un nuevo ""hub’ de investigación: la promesa de AstraZeneca en Barcelona https://t.co/NEUym2wvyX",https://twitter.com/Dj_Diablito1/status/1638868125910441991,,,6/3/23 10:22,astrazeneca barcelona
91,Thu Mar 23 11:58:28 +0000 2023,1.58318E+18,,"1.000 puestos de trabajo en un nuevo ""hub’ de investigación: la promesa de AstraZeneca en Barcelona https://t.co/g9xA6Gi600",https://twitter.com/insurgente_jp/status/1638872838336831488,,,6/3/23 10:22,astrazeneca barcelona
92,Thu Mar 23 12:22:12 +0000 2023,96398464,,"1.000 puestos de trabajo en un nuevo ""hub’ de investigación: la promesa de AstraZeneca en Barcelona https://t.co/lptMZtDLEm #Tecnologia #Moviles #Xataka #Gadgets #Android #Apple https://t.co/IO0T584rOj",https://twitter.com/MarcoA_Sanchez/status/1638878811021512704,,,6/3/23 10:22,astrazeneca barcelona
93,Thu Mar 23 12:50:24 +0000 2023,8.37727E+17,,"1.000 puestos de trabajo en un nuevo ""hub"" de investigación: la promesa de AstraZeneca en Barcelona https://t.co/Voy8VJVdmZ https://t.co/76RJUG5gmR",https://twitter.com/Comput_Planet/status/1638885908031361024,,,6/3/23 10:22,astrazeneca barcelona
94,Thu Mar 23 14:23:51 +0000 2023,1.058E+18,,AstraZeneca invertirá 800 millones en un ‘hub’ de investigación en Barcelona con mil nuevos puestos de trabajo https://t.co/oc68L0hMB5 via @el_pais,https://twitter.com/sergi_casanovas/status/1638909426382917633,,,6/3/23 10:22,astrazeneca barcelona
95,Thu Mar 23 12:46:22 +0000 2023,1270233860,,"1.000 puestos de trabajo en un nuevo ""hub"" de investigación: la promesa de AstraZeneca en Barcelona https://t.co/ua5Yuuc9Wo",https://twitter.com/joamaresc/status/1638884894565888001,,,6/3/23 10:22,astrazeneca barcelona
96,Thu Mar 23 11:57:06 +0000 2023,2821170946,,"1.000 puestos de trabajo en un nuevo ""hub’ de investigación: la promesa de AstraZeneca en Barcelona https://t.co/nJNPWLAM5w https://t.co/l9cm7AO9D7",https://twitter.com/XatakaFeed/status/1638872497985847301,,,6/3/23 10:22,astrazeneca barcelona
97,Thu Mar 23 14:29:33 +0000 2023,168818909,,"1.000 puestos de trabajo en un nuevo ""hub"" de investigación: la promesa de AstraZeneca en Barcelona https://t.co/BZlK2Dl21k https://t.co/3mviKxRfz4",https://twitter.com/eliasvargasm/status/1638910861933973504,,,6/3/23 10:22,astrazeneca barcelona
98,Thu Mar 23 12:17:24 +0000 2023,42477523,,"1.000 puestos de trabajo en un nuevo ""hub’ de investigación: la promesa de AstraZeneca en Barcelona",https://twitter.com/soydonsanchez/status/1638877605855363073,,,6/3/23 10:22,astrazeneca barcelona
99,Thu Mar 23 10:03:40 +0000 2023,132488147,,"📰@AstraZeneca multiplica la seva oferta per #Barcelona amb una inversió de 800M€.

La multinacional es proposa desenvolupar 15 nous fàrmacs en la pròxima dècada amb la posada en marxa d'un nou 'hub' de referència mundial.
  
@LaVanguardia
👉 
https://t.co/coF0nJAC5L",https://twitter.com/accio_cat/status/1638843949942026241,,,6/3/23 10:22,astrazeneca barcelona
100,Thu Mar 23 08:53:39 +0000 2023,1.47143E+18,,"The Anglo-Swedish pharmaceutical giant @AstraZeneca will open a #researchHub for the development of new generation drugs in #Barcelona.

🚀 The company will invest 800€ million in its new European hub and create 1.000 new jobs!",https://twitter.com/MicelabUdg/status/1638826329620742144,,,6/3/23 10:22,astrazeneca barcelona
101,Thu Mar 23 10:10:12 +0000 2023,106117335,,"🚑 | AstraZeneca to open hub in Barcelona creating 1000 jobs in five years

Company to build research and development center to develop new therapies https://t.co/Lymdw64W1v",https://twitter.com/catalannews/status/1638845595417985024,,,6/3/23 10:22,astrazeneca barcelona
102,Thu Mar 23 09:30:00 +0000 2023,535707261,,"La farmacéutica AstraZeneca invertirá 800 millones en un centro de investigación en Barcelona
https://t.co/nYm6x8Lwjd",https://twitter.com/eldiarioes/status/1638835475816349698,,,6/3/23 10:22,astrazeneca barcelona
103,Wed Mar 22 22:09:32 +0000 2023,7996082,,La farmacéutica AstraZeneca invertirá unos 800 millones de euros en el plazo de cinco años para crear en Barcelona un hub de investigación biomédica de referencia mundial. Se crearán 1.000 puestos de trabajo https://t.co/Gdt75QPo1S,https://twitter.com/el_pais/status/1638664233427816448,,,6/3/23 10:22,astrazeneca barcelona
104,Thu Mar 23 09:50:09 +0000 2023,96531036,,"📰 @AstraZeneca ve el potencial de Barcelona para situarse en los primeros niveles del mundo en investigación biomédica.

💬 “Es la oportunidad que tiene la ciudad para atraer a más compañías y construir un ecosistema” Pascal Soriot presidente global.

En @LaVanguardia  👇 https://t.co/hVbzd8I72V",https://twitter.com/biocat_es/status/1638840547644432384,,,6/3/23 10:22,astrazeneca barcelona
105,Thu Mar 23 08:55:10 +0000 2023,218253233,,AstraZeneca invertirá 800 millones en un ‘hub’ de investigación en Barcelona con mil nuevos puestos de trabajo https://t.co/vs1hOjERD9 via @el_pais,https://twitter.com/rangeltarres/status/1638826711516352512,,,6/3/23 10:22,astrazeneca barcelona
106,Thu Mar 23 09:40:31 +0000 2023,123622674,,"La farmacéutica AstraZeneca invertirá unos 800 millones de euros en el plazo de cinco años para crear en Barcelona un hub de investigación biomédica de referencia mundial. Se crearán 1.000 puestos de trabajo
https://t.co/xG4d4qX8oQ",https://twitter.com/Class987FM/status/1638838125202948096,,,6/3/23 10:22,astrazeneca barcelona
107,Thu Mar 23 09:00:00 +0000 2023,1.60799E+18,,AstraZeneca contractarà 1.000 persones en 5 anys a Barcelona per a un nou hub d'R+D. https://t.co/FDxQMUrIqy,https://twitter.com/ActEnCatala/status/1638827926044151809,,,6/3/23 10:22,astrazeneca barcelona
108,Thu Mar 23 11:23:00 +0000 2023,347121828,,"Así será el nuevo 'hub' de I+D de AstraZeneca en #Barcelona
https://t.co/MDOolQA36s",https://twitter.com/BancoMediolanum/status/1638863913495437312,,,6/3/23 10:22,astrazeneca barcelona
109,Thu Mar 23 11:17:42 +0000 2023,1.58081E+18,,AstraZeneca invertirá más de 800 millones en el nuevo 'hub' internacional de Barcelona @elperiodico https://t.co/rCQio9To3A,https://twitter.com/Estrigifor/status/1638862578725052416,,,6/3/23 10:22,astrazeneca barcelona
110,Thu Mar 23 11:17:08 +0000 2023,169538164,,AstraZeneca invertirà 800 milions en cinc anys en el seu nou 'hub' de Barcelona https://t.co/rJ67t8Xl7l,https://twitter.com/diariARA/status/1638862439428292609,,,6/3/23 10:22,astrazeneca barcelona
111,Thu Mar 23 10:50:38 +0000 2023,1.43735E+18,,"És el projecte d'inversió estrangera en R+D més gran de la història de #Catalunya. 

Bona notícia també per a la ciutat de #Barcelona que es consolida com un pol d'atracció per a projectes d'#innovació com aquest d'#AstraZeneca.",https://twitter.com/IvanVaque_/status/1638855768916250624,,,6/3/23 10:22,astrazeneca barcelona
112,Thu Mar 23 10:25:27 +0000 2023,1.18456E+18,,La farmacéutica AstraZeneca invertirá 800 millones en un centro de investigación en Barcelona https://t.co/Vjp387alRi,https://twitter.com/TsunamiDemocra/status/1638849431167733760,,,6/3/23 10:22,astrazeneca barcelona
113,Wed Mar 22 23:04:23 +0000 2023,198829810,,AstraZeneca invertirá más de 800 millones en el nuevo 'hub' internacional de Barcelona https://t.co/iauni44JuJ,https://twitter.com/elperiodico/status/1638678035825307648,,,6/3/23 10:22,astrazeneca barcelona
114,Thu Mar 23 10:52:30 +0000 2023,504299333,,"📢 Bones notícies per #Barcelona! @AstraZeneca contractarà 1000 persones en 5 anys per a un nou #hub de recerca Biomèdica. La inversió contribuirà a reforçar el posicionament de Barcelona i Catalunya en l'àmbit tecnològic i el de les ciències de la vida

👉🏻https://t.co/ew2BWFaLFC",https://twitter.com/MWCapital/status/1638856238216921090,,,6/3/23 10:22,astrazeneca barcelona
115,Thu Mar 23 10:18:39 +0000 2023,222720662,,"AstraZeneca is going to open offices in Barcelona https://t.co/RayPE8yLCm

There are also AstraZeneca offices close to where I live atm.",https://twitter.com/endavid/status/1638847721111969792,,,6/3/23 10:22,astrazeneca barcelona
116,Wed Mar 22 18:07:48 +0000 2023,1.40004E+18,,"Assistim avui a la inauguració del nou HUB internacional d'innovació R+D d'AstraZeneca a Barcelona un macro projecte per convertir ciència en salut
que ve a enriquir encara més l'ecosistema HealthTech i Biomèdic a Catalunya #HUBAstraZeneca #innovació https://t.co/7BwJwfFQ5S",https://twitter.com/XartecSalut/status/1638603396109221889,,,6/3/23 10:22,astrazeneca barcelona
117,Thu Mar 23 10:14:33 +0000 2023,2385134023,,AstraZeneca invertirá 800 millones en un ‘hub’ de investigación en Barcelona con mil nuevos puestos de trabajo https://t.co/BGAFyJbry2 via @el_pais,https://twitter.com/sala_ferran/status/1638846687132151808,,,6/3/23 10:22,astrazeneca barcelona
118,Thu Mar 23 11:26:07 +0000 2023,593044799,,xataka: 1.000 puestos de trabajo en un nuevo ‘hub’ de investigación: la promesa de AstraZeneca en Barcelona https://t.co/yD6uSD47Cx https://t.co/fQqD3Njf1X,https://twitter.com/RamRadio7/status/1638864699503841283,,,6/3/23 10:22,astrazeneca barcelona
119,Thu Mar 23 10:31:07 +0000 2023,366071116,,"AstraZeneca invertirá 800 millones en un ‘hub’ de investigación en Barcelona con mil nuevos puestos de trabajo
 https://t.co/jPsetquD6U",https://twitter.com/elpaiscatalunya/status/1638850857340125184,,,6/3/23 10:22,astrazeneca barcelona
120,Thu Mar 23 11:07:10 +0000 2023,18200400,,1.000 puestos de trabajo en un nuevo ‘hub’ de investigación: la promesa de AstraZeneca en Barcelona https://t.co/NEg9DkRwIr https://t.co/lPGzJcCT6T,https://twitter.com/xataka/status/1638859929070223360,,,6/3/23 10:22,astrazeneca barcelona
121,Thu Mar 23 09:50:09 +0000 2023,93649547,,"📰 @AstraZeneca veu el potencial de Barcelona per situar-se en els primers nivells del món en investigació biomèdica.

💬 “És l'oportunitat que té la ciutat per atraure més companyies i construir un ecosistema” Pascal Soriot president global d'AstraZeneca.

A @LaVanguardia  👇 https://t.co/iBe6aNAzPe",https://twitter.com/biocat_cat/status/1638840548843986946,,,6/3/23 10:22,astrazeneca barcelona
122,Thu Mar 23 08:11:19 +0000 2023,724390585,,AstraZeneca contractarà 1.000 persones en 5 anys a Barcelona per a un nou hub d'R D https://t.co/9rXLbLFVz4,https://twitter.com/xgalindop/status/1638815674255433728,,,6/3/23 10:22,astrazeneca barcelona
123,Thu Mar 23 07:07:01 +0000 2023,18717943,,AstraZeneca invertirá 800 millones en un 'hub' de biomedicina ubicado en Barcelona https://t.co/BcMwLow4nT,https://twitter.com/la_informacion/status/1638799494874791936,,,6/3/23 10:22,astrazeneca barcelona
124,Wed Mar 22 23:17:29 +0000 2023,7.06872E+17,,#PublicAffairs #Spain: La vicepresidenta primera en funcions de presidenta Alba Vergés assisteix a la presentació del nou 'hub' global d'R+D d'AstraZeneca a Barcelona https://t.co/9tUfpCGYEm,https://twitter.com/Tia_Cotilla/status/1638681331268988928,,,6/3/23 10:22,astrazeneca barcelona
125,Thu Mar 23 00:24:02 +0000 2023,8.24943E+17,,AstraZeneca invertirá 800 millones en su centro europeo de I+D de Barcelona https://t.co/g1zhEGtIFC a través de @elEconomistaes,https://twitter.com/joancliment2/status/1638698081674821633,,,6/3/23 10:22,astrazeneca barcelona
126,Thu Mar 23 06:19:04 +0000 2023,1204681459,,"Bon dia! La portada de VIA Empresa d'avui 📰:

🔵 La lletra petita de la inversió de 800 MEUR d'AstraZeneca a Barcelona.
🔵 L'Energètica comença a gatejar.
🔵 La proximitat digital per Josep Maria Ganyet.

https://t.co/SR7JNGwWV1 https://t.co/5typH3JgFl",https://twitter.com/VIAEmpresa/status/1638787427958415362,,,6/3/23 10:22,astrazeneca barcelona
127,Thu Mar 23 08:40:08 +0000 2023,465049798,,"Es el proyecto de inversión extranjera más cuantioso hecho en I+D en Catalunya: AstraZeneca destinará 800 millones de euros para contratar a 1000 personas que investiguen y desarrollen soluciones y tratamientos médicos desde Barcelona para todo el mundo

https://t.co/ZqRYKJ5z5r",https://twitter.com/pauuclemente/status/1638822929570906112,,,6/3/23 10:22,astrazeneca barcelona
128,Thu Mar 23 07:21:52 +0000 2023,236807336,,"El hub d’AstraZeneca aterra a Barcelona: 800 milions i 1.000 llocs de feina.
https://t.co/EGI1y8KgEl",https://twitter.com/Juanal_47/status/1638803229755723777,,,6/3/23 10:22,astrazeneca barcelona
129,Thu Mar 23 07:02:27 +0000 2023,381947234,,AstraZeneca instal·larà a Barcelona el seu centre de recerca i innovació més gran a Europa. Ho explica @LaiaColome #inforac1 https://t.co/CdzGIDg4VI,https://twitter.com/infoRAC1/status/1638798344972795906,,,6/3/23 10:22,astrazeneca barcelona
130,Thu Mar 23 06:11:50 +0000 2023,18133020,,Les instal·lacions d’AstraZeneca a Barcelona impulsaran entre d’altres la ciència de les dades https://t.co/cmLECzkvAj,https://twitter.com/jordigraells/status/1638785607450365955,,,6/3/23 10:22,astrazeneca barcelona
131,Thu Mar 23 07:01:12 +0000 2023,14088938,,"AstraZeneca crearà un hub a Barcelona: 800 milions d'euros i uns 1.000 llocs de feina en cinc anys
https://t.co/e29mWaK9CM",https://twitter.com/naciodigital/status/1638798029158494209,,,6/3/23 10:22,astrazeneca barcelona
132,Thu Mar 23 07:54:37 +0000 2023,70525013,,Así será el nuevo 'hub' de I+D de AstraZeneca en Barcelona https://t.co/0o4YDhr3qi,https://twitter.com/laprovincia_es/status/1638811473907695616,,,6/3/23 10:22,astrazeneca barcelona
133,Thu Mar 23 08:14:10 +0000 2023,246203903,,El hub d’AstraZeneca aterra a Barcelona: 800 milions i 1.000 llocs de feina https://t.co/56WItzt4zL,https://twitter.com/rmorancho/status/1638816394828472321,,,6/3/23 10:22,astrazeneca barcelona
134,Thu Mar 23 06:28:40 +0000 2023,144276537,,"La farmacèutica AstraZeneca invertirà 800 milions d'euros en un nou centre de recerca a Barcelona

Han anunciat 1000 llocs de feina

https://t.co/SiDqMUPzAn",https://twitter.com/jandreupalacios/status/1638789844703887361,,,6/3/23 10:22,astrazeneca barcelona
135,Thu Mar 23 07:31:09 +0000 2023,106024136,,AstraZeneca invertirá más de 800 millones en el nuevo 'hub' internacional de Barcelona @elperiodico https://t.co/Ld7aTOgvZT,https://twitter.com/lfilella/status/1638805568398798849,,,6/3/23 10:22,astrazeneca barcelona
136,Thu Mar 23 07:45:02 +0000 2023,1321804148,,AstraZeneca crea un hub en Barcelona con una inversión de unos 800 millones de euros en cinco años https://t.co/HVOt2oAOur,https://twitter.com/IMMedicoHosp/status/1638809060358356992,,,6/3/23 10:22,astrazeneca barcelona
137,Thu Mar 23 08:45:27 +0000 2023,8330472,,"La farmacèutica anglosueca Astrazeneca obrirà un centre d’R+D a Barcelona amb una inversió de 800 milions d'euros 
https://t.co/cPfogPUBVN",https://twitter.com/324cat/status/1638824264173518848,,,6/3/23 10:22,astrazeneca barcelona
138,Thu Mar 23 07:42:07 +0000 2023,1.30289E+18,,Astrazeneca set to open a Research and Development centre in Barcelona with an €800m investment and creating upward of 1000 jobs,https://twitter.com/JamietheColes/status/1638808327873347584,,,6/3/23 10:22,astrazeneca barcelona
139,Thu Mar 23 00:09:06 +0000 2023,222954367,,🔝🔝🔝 AstraZeneca multiplica su apuesta por #Barcelona con una inversión de 800 millones.  La farmacéutica pondrá en marcha un nuevo 'hub' de referencia mundial y contratará 1.000 trabajadores en los próximos cinco años. @AstraZeneca https://t.co/0RueKfJvAY,https://twitter.com/ssaborit/status/1638694320025812994,,,6/3/23 10:22,astrazeneca barcelona
140,Thu Mar 23 01:26:31 +0000 2023,3360460217,,"AstraZeneca contractarà 1.000 persones en 5 anys a Barcelona per a un nou hub d'R+D
https://t.co/sEs9PfxpbR",https://twitter.com/Mos45M/status/1638713805881372675,,,6/3/23 10:22,astrazeneca barcelona
141,Thu Mar 23 07:14:37 +0000 2023,117397549,,AstraZeneca contractarà 1.000 persones en 5 anys a Barcelona per a un nou hub d'R+D https://t.co/JZyIk1itgc,https://twitter.com/catalunyavalley/status/1638801406835453952,,,6/3/23 10:22,astrazeneca barcelona
142,Wed Mar 22 22:15:00 +0000 2023,18577646,,👉 El centre que AstraZeneca instal·larà a Barcelona serà un dels més importants de la farmacèutica a Europa en innovació i recerca https://t.co/NuL9LY8ihJ,https://twitter.com/rac1/status/1638665607280492548,,,6/3/23 10:22,astrazeneca barcelona
143,Wed Mar 22 21:24:22 +0000 2023,198829810,,Así será el nuevo 'hub' de I+D de AstraZeneca en Barcelona https://t.co/88uDunXdtl,https://twitter.com/elperiodico/status/1638652865949630464,,,6/3/23 10:22,astrazeneca barcelona
144,Wed Mar 22 21:23:25 +0000 2023,3342507880,,Another #Brexit win The Anglo-Swedish giant AstraZeneca has chosen Barcelona to build a significant R&ampD hub to develop new therapies and will create 1000 new jobs in the next 5 yrs The global CEO Pascal Soriot announced the company's investment plans in Spain for 2025.,https://twitter.com/KevinAn48751902/status/1638652627067043842,,,6/3/23 10:22,astrazeneca barcelona
145,Wed Mar 22 22:09:32 +0000 2023,7996082,,La farmacéutica AstraZeneca invertirá unos 800 millones de euros en el plazo de cinco años para crear en Barcelona un hub de investigación biomédica de referencia mundial. Se crearán 1.000 puestos de trabajo https://t.co/Gdt75QPo1S,https://twitter.com/el_pais/status/1638664233427816448,,,6/3/23 10:22,astrazeneca barcelona
146,Wed Mar 22 20:59:26 +0000 2023,915081494,,AstraZeneca invertirà 800 milions d’euros en el hub d’innovació global que crearà a Barcelona https://t.co/Yjhw5G4Ctu,https://twitter.com/LaManyanacat/status/1638646592843464704,,,6/3/23 10:22,astrazeneca barcelona
147,Wed Mar 22 22:15:57 +0000 2023,1.05298E+18,,AstraZeneca invertirá más de 800 millones en el nuevo 'hub' internacional de Barcelona https://t.co/gZhR5rqLfA,https://twitter.com/ActivosEPE/status/1638665847152709632,,,6/3/23 10:22,astrazeneca barcelona
148,Wed Mar 22 23:14:37 +0000 2023,393310277,,"Gran notícia per la #BioRegió: @AstraZeneca aposta pel hub d'R+D a Barcelona!

👩‍🔬 1000 llocs de treball
💰 800M€ d'inversió en 5 anys
🧬 Àrees: oncologia malalties rares cardiovasculars metabòliques i respiratòries vacunes i immunoteràpia

@biocat_cat https://t.co/LuSuwfx6vN",https://twitter.com/robertfabregat/status/1638680609097744384,,,6/3/23 10:22,astrazeneca barcelona
149,Wed Mar 22 21:25:54 +0000 2023,42097985,,"Hoy ha sido un día importante para #Barcelona:

🌍 La farmacéutica #AstraZeneca invertirá 800 millones € en un hub de #investigación biomédica de referencia mundial que creará 1.000 puestos de trabajo.

A seguir sumando 🚀 

https://t.co/AHihVLVZfG",https://twitter.com/PauSolanilla/status/1638653251737337858,,,6/3/23 10:22,astrazeneca barcelona
150,Wed Mar 22 22:43:35 +0000 2023,1.58522E+18,,💊 AstraZeneca invertirá 800 millones para crer un centro en I+D en la Barcelona en los próximos cinco años https://t.co/soW4PWZWHg,https://twitter.com/ON_Economia/status/1638672802558656512,,,6/3/23 10:22,astrazeneca barcelona
151,Wed Mar 22 23:06:49 +0000 2023,348751829,,Així serà el nou ‘hub’ d’R+D d’AstraZeneca a Barcelona https://t.co/Zc8vTNLPIL,https://twitter.com/elperiodico_cat/status/1638678649732988928,,,6/3/23 10:22,astrazeneca barcelona
152,Wed Mar 22 21:37:10 +0000 2023,1.33712E+18,,Després d’anunciar que la seva biofarmacèutica Alexion obriria un centre d’assajos clínics relacionats amb malalties rares a la capital catalana AstraZeneca instal·larà un nou centre d’I+D a Barcelona on contractarà 1.000 persones @elperiodico_cat https://t.co/hBxO6QggJX,https://twitter.com/FlechaCat/status/1638656088156385282,,,6/3/23 10:22,astrazeneca barcelona
153,Wed Mar 22 23:04:23 +0000 2023,198829810,,AstraZeneca invertirá más de 800 millones en el nuevo 'hub' internacional de Barcelona https://t.co/iauni44JuJ,https://twitter.com/elperiodico/status/1638678035825307648,,,6/3/23 10:22,astrazeneca barcelona
154,Wed Mar 22 22:20:31 +0000 2023,1.59506E+18,,💊 AstraZeneca invertirà 800 milions per a crer un centre en I+D a la Barcelona en els propers cinc anys https://t.co/5amDBzAA5I,https://twitter.com/on_economia_cat/status/1638666995368628224,,,6/3/23 10:22,astrazeneca barcelona
155,Wed Mar 22 22:23:50 +0000 2023,9.09068E+17,,"AstraZeneca invertirá 800 millones en un ‘hub’ de investigación en Barcelona con mil nuevos puestos de trabajo.

El año pasado la compañía inauguró junto con su filial Alexion un centro de ensayos clínicos para enfermedades raras...
EL PAÍS
https://t.co/UBMDsuhlau",https://twitter.com/BarderasSa/status/1638667831423254530,,,6/3/23 10:22,astrazeneca barcelona
156,Wed Mar 22 21:16:23 +0000 2023,2341688515,,#Badalona AstraZeneca invertirá 800 millones en un 'hub' de innovación en salud en Barcelona https://t.co/3oeexi4TSu,https://twitter.com/Badalonadomici/status/1638650856630525952,,,6/3/23 10:22,astrazeneca barcelona
157,Wed Mar 22 21:05:25 +0000 2023,101258274,,AstraZeneca invertirá 800 millones en un ‘hub’ de investigación en Barcelona con mil nuevos puestos de trabajo https://t.co/vFuXk9LTrR,https://twitter.com/nacho_fariza/status/1638648097944248324,,,6/3/23 10:22,astrazeneca barcelona
158,Wed Mar 22 21:30:20 +0000 2023,412851977,,Se trata del proyecto de inversión extranjera en I+D más grande de la historia de Catalunya. AstraZeneca invertirá más de 800 millones en el nuevo 'hub' internacional de Barcelona @elperiodico https://t.co/QBH9EMG14H,https://twitter.com/R_Flecha/status/1638654368001007619,,,6/3/23 10:22,astrazeneca barcelona
